"dx_cd|""diagnosis_desc""|""diag_vers_typ_id""",,,,
"V273|""PERSON BOARDING OR ALIGHTING A MOTORCYCLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT""|2",,,,
"V274|""OUTCOME OF DELIVERY", TWINS," BOTH STILLBORN""|1",,
"V274|""MOTORCYCLE DRIVER INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V275|""OUTCOME OF DELIVERY", OTHER MULTIPLE BIRTH," ALL LIVEBORN""|1",,
"V275|""MOTORCYCLE PASSENGER INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V279|""OUTCOME OF DELIVERY"," UNSPECIFIED OUTCOME OF DELIVERY""|1",,,
"V279|""UNSPECIFIED MOTORCYCLE RIDER INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V28|""ENCOUNTER FOR ANTENATAL SCREENING OF MOTHER""|1",,,,
"V28|""MOTORCYCLE RIDER INJURED IN NONCOLLISION TRANSPORT ACCIDENT""|2",,,,
"V280|""ANTENATAL SCREENING FOR CHROMOSOMAL ANOMALIES BY AMNIOCENTESIS""|1",,,,
"V280|""MOTORCYCLE DRIVER INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V281|""ANTENATAL SCREENING FOR RAISED ALPHA-FETOPROTEIN LEVELS IN AMNIOTIC FLUID""|1",,,,
"V281|""MOTORCYCLE PASSENGER INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V282|""OTHER ANTENATAL SCREENING BASED ON AMNIOCENTESIS""|1",,,,
"V282|""UNSPECIFIED MOTORCYCLE RIDER INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V283|""ENCOUNTER FOR ROUTINE SCREENING FOR MALFORMATION USING ULTRASONICS""|1",,,,
"V283|""PERSON BOARDING OR ALIGHTING A MOTORCYCLE INJURED IN NONCOLLISION TRANSPORT ACCIDENT""|2",,,,
"V284|""ANTENATAL SCREENING FOR FETAL GROWTH RETARDATION USING ULTRASONICS""|1",,,,
"V284|""MOTORCYCLE DRIVER INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN TRAFFIC ACCIDENT""|2",,,,
"V285|""ANTENATAL SCREENING FOR ISOIMMUNIZATION""|1",,,,
"V285|""MOTORCYCLE PASSENGER INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN TRAFFIC ACCIDENT""|2",,,,
"V289|""UNSPECIFIED ANTENATAL SCREENING""|1",,,,
"V289|""UNSPECIFIED MOTORCYCLE RIDER INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN TRAFFIC ACCIDENT""|2",,,,
"V29|""OBSERVATION AND EVALUATION OF NEWBORNS FOR SUSPECTED CONDITIONS NOT FOUND""|1",,,,
"V29|""MOTORCYCLE RIDER INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V290|""OBSERVATION FOR SUSPECTED INFECTIOUS CONDITION""|1",,,,
"V290|""MOTORCYCLE DRIVER INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V291|""OBSERVATION FOR SUSPECTED NEUROLOGICAL CONDITIONS""|1",,,,
"V291|""MOTORCYCLE PASSENGER INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V292|""OBSERVATION AND EVALUATION OF NEWBORN FOR SUSPECTED RESPIRATORY CONDITION""|1",,,,
"V292|""UNSPECIFIED MOTORCYCLE RIDER INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V293|""OBSERVATION FOR SUSPECTED GENETIC OR METABOLIC CONDITION""|1",,,,
"V293|""MOTORCYCLE RIDER (DRIVER) (PASSENGER) INJURED IN UNSPECIFIED NONTRAFFIC ACCIDENT""|2",,,,
"V298|""OBSERVATION FOR OTHER SPECIFIED SUSPECTED CONDITIONS""|1",,,,
"V298|""MOTORCYCLE RIDER (DRIVER) (PASSENGER) INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V299|""OBSERVATION FOR UNSPECIFIED SUSPECTED CONDITIONS""|1",,,,
"V299|""MOTORCYCLE RIDER (DRIVER) (PASSENGER) INJURED IN UNSPECIFIED TRAFFIC ACCIDENT""|2",,,,
"V30|""SINGLE LIVEBORN""|1",,,,
"V30|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL""|2",,,,
"V300|""SINGLE LIVEBORN"," BORN IN HOSPITAL""|1",,,
"V300|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V301|""SINGLE LIVEBORN"," BORN BEFORE ADMISSION TO HOSPITAL""|1",,,
"V301|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V302|""SINGLE LIVEBORN"," BORN OUTSIDE HOSPITAL AND NOT HOSPITALIZED""|1",,,
"V302|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V31|""TWIN BIRTH"," MATE LIVEBORN""|1",,,
"V31|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE""|2",,,,
"V310|""TWIN BIRTH", MATE LIVEBORN," BORN IN HOSPITAL""|1",,
"V310|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V311|""TWIN BIRTH", MATE LIVEBORN," BORN BEFORE ADMISSION TO HOSPITAL""|1",,
"V311|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V312|""TWIN BIRTH", MATE LIVEBORN," BORN OUTSIDE HOSPITAL AND NOT HOSPITALIZED""|1",,
"V312|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V32|""TWIN BIRTH"," MATE STILLBORN""|1",,,
"V32|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V320|""TWIN BIRTH", MATE STILLBORN," BORN IN HOSPITAL""|1",,
"V320|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V321|""TWIN BIRTH", MATE STILLBORN," BORN BEFORE ADMISSION TO HOSPITAL""|1",,
"V321|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V322|""TWIN BIRTH", MATE STILLBORN," BORN OUTSIDE HOSPITAL AND NOT HOSPITALIZED""|1",,
"V322|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V33|""TWIN BIRTH"," UNSPECIFIED WHETHER MATE LIVEBORN OR STILLBORN""|1",,,
"V33|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN""|2",,,
"V330|""TWIN BIRTH", UNSPECIFIED WHETHER MATE LIVEBORN OR STILLBORN," BORN IN HOSPITAL""|1",,
"V330|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V331|""TWIN BIRTH", UNSPECIFIED WHETHER MATE LIVEBORN OR STILLBORN," BORN BEFORE ADMISSION TO HOSPITAL""|1",,
"V331|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V332|""TWIN BIRTH", UNSPECIFIED WHETHER MATE LIVEBORN OR STILLBORN," BORN OUTSIDE HOSPITAL AND NOT HOSPITALIZED""|1",,
"V332|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V34|""OTHER MULTIPLE BIRTH (THREE OR MORE)"," MATES ALL LIVEBORN""|1",,,
"V34|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS""|2",,,,
"V340|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES ALL LIVEBORN," BORN IN HOSPITAL""|1",,
"V340|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V341|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES ALL LIVEBORN," BORN BEFORE ADMISSION TO HOSPITAL""|1",,
"V341|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V342|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES ALL LIVEBORN," BORN OUTSIDE HOSPITAL AND NOT HOSPITALIZED""|1",,
"V342|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V35|""OTHER MULTIPLE BIRTH (THREE OR MORE)"," MATES ALL STILLBORN""|1",,,
"V35|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V350|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES ALL STILL BORN," BORN IN HOSPITAL""|1",,
"V350|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V351|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES ALL STILLBORN," BORN BEFORE ADMISSION TO HOSPITAL""|1",,
"V351|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V352|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES ALL STILLBORN," BORN OUTSIDE OF HOSPITAL AND NOT HOSPITALIZED""|1",,
"V352|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V36|""OTHER MULTIPLE BIRTH (THREE OR MORE)"," MATES LIVEBORN AND STILLBORN""|1",,,
"V36|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE""|2",,,,
"V360|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES LIVEBORN AND STILLBORN," BORN IN HOSPITAL""|1",,
"V360|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V361|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES LIVEBORN AND STILLBORN," BORN BEFORE ADMISSION TO HOSPITAL""|1",,
"V361|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V362|""OTHER MULTIPLE BIRTH (THREE OR MORE)", MATES LIVEBORN AND STILLBORN," BORN OUTSIDE HOSPITAL AND NOT HOSPITALIZED""|1",,
"V362|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V37|""OTHER MULTIPLE BIRTH (THREE OR MORE)"," UNSPECIFIED WHETHER MATES LIVEBORN OR STILLBORN""|1",,,
"V37|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT""|2",,,,
"V370|""OTHER MULTIPLE BIRTH (THREE OR MORE)", UNSPECIFIED WHETHER MATES LIVEBORN OR STILLBORN," BORN IN HOSPITAL""|1",,
"V370|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V371|""OTHER MULTIPLE BIRTH (THREE OR MORE)", UNSPECIFIED WHETHER MATES LIVEBORN OR STILLBORN," BORN BEFORE ADMISSION TO HOSPITAL""|1",,
"V371|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V372|""OTHER MULTIPLE BIRTH (THREE OR MORE)", UNSPECIFIED WHETHER MATES LIVEBORN OR STILLBORN," BORN OUTSIDE OF HOSPITAL""|1",,
"V372|""PERSON ON OUTSIDE OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V39|""LIVEBORN", UNSPECIFIED WHETHER SINGLE, TWIN," OR MULTIPLE""|1",
"V39|""OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V390|""LIVEBORN", UNSPECIFIED WHETHER SINGLE, TWIN OR MULTIPLE," BORN IN HOSPITAL""|1",
"V390|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V3900|""LIVEBORN", UNSPECIFIED WHETHER SINGLE, TWIN OR MULTIPLE, BORN IN HOSPITAL," DELIVERED WITHOUT MENTION OF CESAREAN SECTION""|1"
"V3900|""DRIVER OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V391|""LIVEBORN", UNSPECIFIED WHETHER SINGLE, TWIN OR MULTIPLE," BORN BEFORE ADMISSION TO HOSPITAL""|1",
"V391|""PASSENGER IN THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V392|""LIVEBORN", UNSPECIFIED WHETHER SINGLE, TWIN OR MULTIPLE," BORN OUTSIDE HOSPITAL AND NOT HOSPITALIZED""|1",
"V392|""UNSPECIFIED OCCUPANT OF THREE-WHEELED MOTOR VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V40|""MENTAL AND BEHAVIORAL PROBLEMS""|1",,,,
"V40|""CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL""|2",,,,
"V400|""MENTAL AND BEHAVIORAL PROBLEMS WITH LEARNING""|1",,,,
"V400|""CAR DRIVER INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V401|""MENTAL AND BEHAVIORAL PROBLEMS WITH COMMUNICATION (INCLUDING SPEECH)""|1",,,,
"V401|""CAR PASSENGER INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V402|""OTHER MENTAL PROBLEMS""|1",,,,
"V402|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V403|""OTHER BEHAVIORAL PROBLEMS""|1",,,,
"V403|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V409|""UNSPECIFIED MENTAL OR BEHAVIORAL PROBLEM""|1",,,,
"V409|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V41|""PROBLEMS WITH SPECIAL SENSES AND OTHER SPECIAL FUNCTIONS""|1",,,,
"V41|""CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE""|2",,,,
"V410|""PROBLEMS WITH SIGHT""|1",,,,
"V410|""CAR DRIVER INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V411|""OTHER EYE PROBLEMS""|1",,,,
"V411|""CAR PASSENGER INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V412|""PROBLEMS WITH HEARING""|1",,,,
"V412|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V413|""OTHER EAR PROBLEMS""|1",,,,
"V413|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V414|""PROBLEMS WITH VOICE PRODUCTION""|1",,,,
"V414|""PERSON BOARDING OR ALIGHTING A CAR INJURED IN COLLISION WITH PEDAL CYCLE""|2",,,,
"V415|""PROBLEMS WITH SMELL AND TASTE""|1",,,,
"V415|""CAR DRIVER INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V416|""PROBLEMS WITH SWALLOWING AND MASTICATION""|1",,,,
"V416|""CAR PASSENGER INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V417|""PROBLEMS WITH SEXUAL FUNCTION""|1",,,,
"V417|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V419|""UNSPECIFIED PROBLEM WITH SPECIAL FUNCTIONS""|1",,,,
"V419|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V42|""ORGAN OR TISSUE REPLACED BY TRANSPLANT""|1",,,,
"V42|""CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V420|""KIDNEY REPLACED BY TRANSPLANT""|1",,,,
"V420|""CAR DRIVER INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V421|""HEART REPLACED BY TRANSPLANT""|1",,,,
"V421|""CAR PASSENGER INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V422|""HEART VALVE REPLACED BY TRANSPLANT""|1",,,,
"V422|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V423|""SKIN REPLACED BY TRANSPLANT""|1",,,,
"V423|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V424|""BONE REPLACED BY TRANSPLANT""|1",,,,
"V424|""PERSON BOARDING OR ALIGHTING A CAR INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V425|""CORNEA REPLACED BY TRANSPLANT""|1",,,,
"V425|""CAR DRIVER INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V426|""LUNG REPLACED BY TRANSPLANT""|1",,,,
"V426|""CAR PASSENGER INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V427|""LIVER REPLACED BY TRANSPLANT""|1",,,,
"V427|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V429|""UNSPECIFIED ORGAN OR TISSUE REPLACED BY TRANSPLANT""|1",,,,
"V429|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V43|""ORGAN OR TISSUE REPLACED BY OTHER MEANS""|1",,,,
"V43|""CAR OCCUPANT INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN""|2",,,
"V430|""EYE GLOBE REPLACED BY OTHER MEANS""|1",,,,
"V430|""CAR DRIVER INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V431|""LENS REPLACED BY OTHER MEANS""|1",,,,
"V431|""CAR PASSENGER INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V432|""HEART REPLACED BY OTHER MEANS""|1",,,,
"V432|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V4321|""ORGAN OR TISSUE REPLACED BY OTHER MEANS"," HEART ASSIST DEVICE""|1",,,
"V4321|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH SPORT UTILITY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V4322|""ORGAN OR TISSUE REPLACED BY OTHER MEANS"," FULLY IMPLANTABLE ARTIFICIAL HEART""|1",,,
"V4322|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH OTHER TYPE CAR IN NONTRAFFIC ACCIDENT""|2",,,,
"V433|""HEART VALVE REPLACED BY OTHER MEANS""|1",,,,
"V433|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V434|""BLOOD VESSEL REPLACED BY OTHER MEANS""|1",,,,
"V434|""PERSON BOARDING OR ALIGHTING A CAR INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN""|2",,,
"V435|""BLADDER REPLACED BY OTHER MEANS""|1",,,,
"V435|""CAR DRIVER INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT""|2",,,
"V436|""JOINT REPLACED BY OTHER MEANS""|1",,,,
"V436|""CAR PASSENGER INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT""|2",,,
"V4361|""SHOULDER JOINT REPLACEMENT""|1",,,,
"V4361|""CAR PASSENGER INJURED IN COLLISION WITH SPORT UTILITY VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V4362|""ELBOW JOINT REPLACEMENT""|1",,,,
"V4362|""CAR PASSENGER INJURED IN COLLISION WITH OTHER TYPE CAR IN TRAFFIC ACCIDENT""|2",,,,
"V4363|""WRIST JOINT REPLACEMENT""|1",,,,
"V4363|""CAR PASSENGER INJURED IN COLLISION WITH PICK-UP TRUCK IN TRAFFIC ACCIDENT""|2",,,,
"V4364|""HIP JOINT REPLACEMENT""|1",,,,
"V4364|""CAR PASSENGER INJURED IN COLLISION WITH VAN IN TRAFFIC ACCIDENT""|2",,,,
"V437|""LIMB REPLACED BY OTHER MEANS""|1",,,,
"V437|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT""|2",,,
"V44|""ARTIFICIAL OPENING STATUS""|1",,,,
"V44|""CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS""|2",,,,
"V440|""TRACHEOSTOMY STATUS""|1",,,,
"V440|""CAR DRIVER INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V441|""GASTROSTOMY STATUS""|1",,,,
"V441|""CAR PASSENGER INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V442|""ILEOSTOMY STATUS""|1",,,,
"V442|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V443|""COLOSTOMY STATUS""|1",,,,
"V443|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V444|""STATUS OF OTHER ARTIFICIAL OPENING OF GASTROINTESTINAL TRACT""|1",,,,
"V444|""PERSON BOARDING OR ALIGHTING A CAR INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS""|2",,,,
"V445|""CYSTOSTOMY STATUS""|1",,,,
"V445|""CAR DRIVER INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN TRAFFIC ACCIDENT""|2",,,,
"V446|""STATUS OF OTHER ARTIFICIAL OPENING OF URINARY TRACT""|1",,,,
"V446|""CAR PASSENGER INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN TRAFFIC ACCIDENT""|2",,,,
"V447|""ARTIFICIAL VAGINA STATUS""|1",,,,
"V447|""PERSON ON OUTSIDE OF CAR INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN TRAFFIC ACCIDENT""|2",,,,
"V449|""UNSPECIFIED ARTIFICIAL OPENING STATUS""|1",,,,
"V449|""UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN TRAFFIC ACCIDENT""|2",,,,
"V45|""OTHER POSTPROCEDURAL STATES""|1",,,,
"V45|""CAR OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V450|""POSTPROCEDURAL CARDIAC DEVICE IN SITU""|1",,,,
"V450|""CAR DRIVER INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V451|""RENAL DIALYSIS STATUS""|1",,,,
"V451|""CAR PASSENGER INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
